NpcParam_ID,Name,field,intended_value(MMV),current_value(mod)
46001032,Troll,chaosMatchingCorrectParamId,0,7740
46001099,Troll,chaosMatchingCorrectParamId,0,7740
46008024,Troll (Rennala),chaosMatchingCorrectParamId,0,7740
46200062,Astel- Stars of Darkness,chaosMatchingCorrectParamId,0,7740
46200952,Astel- Stars of Darkness (Snowfield Mine),chaosMatchingCorrectParamId,0,7740
46209152,Malformed Stars (Snowfield Mine Clone),chaosMatchingCorrectParamId,0,7740
46300042,Runebear,chaosMatchingCorrectParamId,0,7740
46300052,Runebear,chaosMatchingCorrectParamId,0,7740
46300072,Runebear,chaosMatchingCorrectParamId,0,7740
46300700,Runebear,chaosMatchingCorrectParamId,0,7740
46300912,Runebear (Boss),chaosMatchingCorrectParamId,0,7740
46400007,Ulcerated Tree Spirit (Boss),chaosMatchingCorrectParamId,0,7750
46400032,Ulcerated Tree Spirit (Boss),chaosMatchingCorrectParamId,0,7750
46400100,Putrid Tree Spirit,chaosMatchingCorrectParamId,0,7750
46400942,Putrid Tree Spirit (Boss),chaosMatchingCorrectParamId,0,7750
46400950,Ulcerated Tree Spirit (Boss),chaosMatchingCorrectParamId,0,7750
46500262,Dragonkin Soldier (Lake of Rot),chaosMatchingCorrectParamId,0,7750
46500265,Dragonkin Soldier (Nokron),chaosMatchingCorrectParamId,0,7750
46500352,Dragonkin Soldier Phantom (Snowfields),chaosMatchingCorrectParamId,0,7750
46500960,Dragonkin Soldier of Nokstella Healthbar (Boss),chaosMatchingCorrectParamId,0,7750
46600120,Guardian Golem,chaosMatchingCorrectParamId,0,7740
46600150,Guardian Golem,chaosMatchingCorrectParamId,0,7740
46600170,Guardian Golem,chaosMatchingCorrectParamId,0,7740
46600910,Guardian Golem (Limgrave Boss),chaosMatchingCorrectParamId,0,7740
46601034,Guardian Golem (Leyndell),chaosMatchingCorrectParamId,0,7740
46601040,Guardian Golem,chaosMatchingCorrectParamId,0,7740
46601042,Guardian Golem,chaosMatchingCorrectParamId,0,7740
46601120,Guardian Golem,chaosMatchingCorrectParamId,0,7740
46601140,Guardian Golem,chaosMatchingCorrectParamId,0,7740
46800032,Full-Grown Fallingstar Beast (Volcano Top),chaosMatchingCorrectParamId,0,7750
46801930,Fallingstar Beast (Altus Plateau),chaosMatchingCorrectParamId,0,7750
46801940,Fallingstar Beast (Sellia Tunnel),chaosMatchingCorrectParamId,0,7750
47500014,Godrick the Grafted (Stormveil Castle),chaosMatchingCorrectParamId,0,7750
47500030,Godefroy the Grafted (Altus),chaosMatchingCorrectParamId,0,7750
47509000,Godrick the Grafted,chaosMatchingCorrectParamId,0,7750
47700034,Gargoyle (Leyndell - Royal Capital),chaosMatchingCorrectParamId,0,7750
47700165,Valiant Gargoyle (Twinblade) (Nokron),chaosMatchingCorrectParamId,0,7750
47700250,Black Blade Kindred (Forbidden Lands),chaosMatchingCorrectParamId,0,7750
47701165,Valiant Gargoyle (Nokron),chaosMatchingCorrectParamId,0,7750
47701242,Black Blade Kindred (Dragonbarrow - Bestial Sanctum),chaosMatchingCorrectParamId,0,7750
47709910,Gargoyle (Greatsword) -Passive Battle State-,chaosMatchingCorrectParamId,0,7750
48100012,Erdtree Avatar (Weeping Peninsula Boss),chaosMatchingCorrectParamId,0,7740
48100040,Erdtree Avatar,chaosMatchingCorrectParamId,0,7740
48100150,Erdtree Avatar (Giants Mountaintops),chaosMatchingCorrectParamId,0,7740
48100920,Erdtree Avatar (South Liurnia),chaosMatchingCorrectParamId,0,7740
48109990,Erdtree Avatar,chaosMatchingCorrectParamId,0,7740
48109991,Erdtree Avatar,chaosMatchingCorrectParamId,0,7740
48109992,Erdtree Avatar,chaosMatchingCorrectParamId,0,7740
49100026,Magma Wyrm Makar (Boss),chaosMatchingCorrectParamId,0,7740
49100032,Magma Wyrm (Lava Lake Boss),chaosMatchingCorrectParamId,0,7740
49100940,Magma Wyrm (Gael Tunnel Boss),chaosMatchingCorrectParamId,0,7740
49110052,Great Wyrm Theodorix (Boss),chaosMatchingCorrectParamId,0,7750
49500020,Tibia Mariner (Boss),chaosMatchingCorrectParamId,0,7750
49500032,Tibia Mariner (Boss),chaosMatchingCorrectParamId,0,7750
49800012,Death Bird (Weeping Peninsula),chaosMatchingCorrectParamId,0,7750
49800032,Death Bird,chaosMatchingCorrectParamId,0,7750
49800033,Death Bird (Altus),chaosMatchingCorrectParamId,0,7750
49801050,Death Rite Bird,chaosMatchingCorrectParamId,0,7750
49801052,Death Rite Bird,chaosMatchingCorrectParamId,0,7750
50110090,Golden Hippopotamus (Golden Wings),chaosMatchingCorrectParamId,0,7750
58100001,Demi-Human Swordmaster Onze,chaosMatchingCorrectParamId,0,7750
58100083,Demi-Human Swordmaster Onze,chaosMatchingCorrectParamId,0,7750
58100093,Demi-Human Swordmaster Onze,chaosMatchingCorrectParamId,0,7750
58100980,Demi-Human Swordmaster Onze (Boss),chaosMatchingCorrectParamId,0,7750
71000012,Ancient Hero of Zamor (Weeping Peninsula) - Weeping Evergaol [Boss],chaosMatchingCorrectParamId,0,7740
71000050,Ancient Hero of Zamor,chaosMatchingCorrectParamId,0,7740
71000950,Ancient Hero of Zamor (Mountaintops of the Giants) - Giant-Conquering Hero's Grave [Boss],chaosMatchingCorrectParamId,0,7740
137030000,[Revenant] Helen (Page),chaosMatchingCorrectParamId,99000,0
143400000,[Revenant] Frederick (Pumpkin Head),chaosMatchingCorrectParamId,99001,0
149610000,[Revenant] Sebastian (Giant Skeleton Torso),chaosMatchingCorrectParamId,99002,0
